scheme_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,returns_10yr
Aditya Birla SL FTP – Series TZ – Direct Growth,3.0,Debt,Fixed Maturity Plans,1.2,30.7,13.0,12.38
DSP FMP – Series 267 – 1246Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
UTI-FTI – Series XXXV-I(1260Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Bandhan CRISIL IBX 90:10 SDL Plus Gilt-Nov 2026 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Kotak All Weather Debt FOF – Direct Growth,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
AXIS Nifty SDL September 2026 Debt Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI FMP – Series 71 (364Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
JM Midcap Fund,3.0,Equity,Mid Cap Mutual Funds,3.75,18.85,10.9,12.09
Nippon India Nifty SDL Plus G-Sec-Jun2028 Maturity 70:30 IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
DSP FMP – Series 268 – 1281Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Bandhan CRISIL IBX 90:10 SDL Plus Gilt-Sep 2027 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Nippon India Fixed Horizon-XLIV-Sr.2,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
SBI FMP – Series 72 (1239Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
HDFC Business Cycle Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
Bandhan CRISIL IBX 90:10 SDL Plus Gilt-Apr 2032 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Kotak FMP – Series 299 – 108 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
WhiteOak Capital Large Cap Fund,3.0,Equity,Large Cap Mutual Funds,3.75,18.85,10.9,11.27
Edelweiss Nifty Smallcap 250 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Edelweiss Nifty Next 50 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Edelweiss Nifty Midcap150 Momentum 50 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Canara Robeco Mid Cap Fund,3.0,Equity,Mid Cap Mutual Funds,3.75,18.85,10.9,12.09
Aditya Birla SL Crisil IBX 60:40 SDL + AAA PSU Apr 2026 IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Quant Overnight Fund,3.0,Debt,Overnight Mutual Funds,3.75,18.85,10.9,10.27
Nippon India Nifty G-Sec-Sep2027 Maturity Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Nippon India Fixed Horizon-XLIV-Sr.4,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
ICICI Pru FMP – Sr.88-1226Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
HDFC Nifty G-Sec Jun 2027 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC Nifty G-Sec Sep 2032 V1 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Mahindra Manulife Small Cap Fund,3.0,Equity,Small Cap Mutual Funds,3.75,18.85,10.9,11.49
ICICI Pru FMP – Sr.88-91Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
UTI-FTI – Series XXXV-II(1223Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
ICICI Pru Nifty Pharma Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI FMP – Series 73 (1226Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Kotak FMP – Series 300 – 1223 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
BHARAT Bond ETF FOF – April 2033 – Direct Growth,3.0,Other,FoFs Domestic,3.75,18.85,10.9,10.9
Nippon India Nifty G-Sec-Jun2036 Maturity Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Aditya Birla SL FTP – Series UB – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Union Multicap Fund,3.0,Equity,Multi Cap Funds,3.75,18.85,10.9,11.81
Baroda BNP Paribas Multi Asset Fund,3.0,Hybrid,Multi Asset Allocation Mutual Funds,3.75,18.85,10.9,10.68
UTI-CRISIL SDL Maturity April 2033 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
ICICI Pru Nifty SDL Sep 2026 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Quant Gilt Fund,3.0,Debt,Gilt Mutual Funds,3.75,18.85,10.9,8.3
HDFC FMP 1204D December 2022-Sr.47,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
DSP FMP – Series 269 – 160Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Kotak FMP – Series 302 – 90 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
SBI Long Duration Fund,3.0,Debt,Long Duration Funds,3.75,18.85,10.9,10.43
Kotak Nifty SDL Jul 2026 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Samco ELSS Tax Saver Fund,3.0,Equity,ELSS Mutual Funds,3.75,18.85,10.9,11.44
AXIS Long Duration Fund,3.0,Debt,Long Duration Funds,3.75,18.85,10.9,10.43
IIFL ELSS Nifty 50 Tax Saver Index Fund,3.0,Equity,ELSS Mutual Funds,3.75,18.85,10.9,11.44
Kotak FMP – Series 303 – 187 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Kotak FMP – Series 304 – 3119 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
SBI FMP – Series 74 (1243Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
UTI-CRISIL SDL Maturity June 2027 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI FMP – Series 75 (366Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Tata Nifty G-Sec Dec 2029 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Tata Nifty G-Sec Dec 2026 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC Long Duration Debt Fund,3.0,Debt,Long Duration Funds,3.75,18.85,10.9,10.43
TRUSTMF Corporate Bond Fund,3.0,Debt,Corporate Bond Mutual Funds,3.75,18.85,10.9,8.68
AXIS CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Kotak FMP – Series 305 – 1200 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Baroda BNP Paribas NIFTY SDL Dec 2026 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
UTI-FTI – Series XXXV-III(1176Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Kotak FMP – Series 306 – 90 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
SBI FMP – Series 76 (1221Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Aditya Birla SL Multi Asset Allocation Fund,3.0,Hybrid,Multi Asset Allocation Mutual Funds,3.75,18.85,10.9,10.68
HSBC Multi Cap Fund,3.0,Equity,Multi Cap Funds,3.75,18.85,10.9,11.81
Aditya Birla SL CRISIL IBX AAA Mar 2024 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Tata Multicap Fund,3.0,Equity,Multi Cap Funds,3.75,18.85,10.9,11.81
WhiteOak Capital Balanced Advantage Fund,3.0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.75,18.85,10.9,9.98
UTI-Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Mirae Asset FMP – Series V – Plan 1 – Dir Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Aditya Birla SL CRISIL IBX SDL Jun 2032 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Bandhan CRISIL IBX Gilt April 2032 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Nippon India Nifty SDL Plus G-Sec-Jun2029 Maturity 70:30 IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI FMP – Series 77 (366Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
ITI Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,3.75,18.85,10.9,11.1
Kotak Nifty SDL Jul 2033 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC FMP 2638D February 2023-Sr.47,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
HDFC Nifty SDL Oct 2026 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
AXIS Business Cycles Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
Mirae Asset Flexi Cap Fund,3.0,Equity,Flexi Cap Funds,3.75,18.85,10.9,11.1
PGIM India CRISIL IBX Gilt Index – Apr 2028 Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
DSP FMP – Series 270 – 1144Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
SBI FMP – Series 78 (1170Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
AXIS CRISIL IBX 50:50 Gilt Plus SDL Sep 2027 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
UTI-FTI – Series XXXVI-I(1574Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Kotak Banking & Financial Services Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
Bank of India Multi Cap Fund,3.0,Equity,Multi Cap Funds,3.75,18.85,10.9,11.81
Aditya Birla SL FTP – Series UF – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Nippon India Nifty G-Sec-Oct2028 Maturity Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
AXIS FTP – Series 112 (1143 Days)-Dir Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Kotak FMP – Series 307 – 90 Days – Direct Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
UTI-Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC MNC Fund,3.0,Equity,Sectoral / Thematic Mutual Funds,3.75,18.85,10.9,11.29
ICICI Pru FMP – Sr.88-1303Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
HDFC Nifty G-Sec Jun 2036 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
HDFC Nifty G-Sec Apr 2029 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Motilal Oswal Nifty G-Sec May 2029 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Aditya Birla SL Nifty SDL Sep 2027 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
Mirae Asset FMP – Series V – Plan 2 – Dir Growth,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Aditya Birla SL CRISIL IBX Gilt Apr 2028 IF-Dir Growth,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
SBI Dividend Yield Fund,3.0,Equity,Dividend Yield Funds,3.75,18.85,10.9,11.45
SBI FMP – Series 79 (1130Days,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
UTI-Long Duration Fund,3.0,Debt,Long Duration Funds,3.75,18.85,10.9,10.43
HDFC FMP 1269D March 2023-Sr.47,3.0,Debt,Fixed Maturity Plans,3.75,18.85,10.9,12.38
Invesco India Nifty G-sec Jul 2027 Index Fund,3.0,Other,Index Funds,3.75,18.85,10.9,10.97
